epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
55,24900.7,1.99066,0.39274,0.58592,1.02708,0.00321,0.01106,0.83233,0.59414,0.67922,0.37014,0,0,0,0,1.79026,0,4.98313,0.89942,0.00428,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,25331.2,1.97484,0.39154,0.589,1.01758,0.00318,0.00458,0.83424,0.59638,0.68056,0.37076,0,0,0,0,1.79037,0,4.9734,0.89667,0.00428,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,25758,1.97841,0.39144,0.57131,1.015,0.00315,0.00426,0.83726,0.59526,0.68132,0.37172,0,0,0,0,1.79124,0,5.05361,0.89486,0.00428,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,26187.1,1.96802,0.40318,0.57604,1.00997,0.00318,0.00643,0.83599,0.59487,0.68173,0.37222,0,0,0,0,1.7884,0,5.13951,0.8956,0.00428,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,26612.3,1.96023,0.38525,0.57314,1.00174,0.00317,0.00638,0.83731,0.59565,0.68264,0.37229,0,0,0,0,1.78809,0,5.21202,0.89376,0.00428,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,27044.5,1.97769,0.39343,0.56949,1.00084,0.00313,0.00597,0.83803,0.59577,0.68267,0.3726,0,0,0,0,1.78637,0,5.18697,0.89434,0.00428,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,27495.4,1.959,0.38631,0.55648,0.99614,0.00311,0.00672,0.83754,0.59729,0.68298,0.37297,0,0,0,0,1.78872,0,5.18734,0.89023,0.00428,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,27928.8,1.95441,0.38019,0.56851,0.99596,0.00312,0.00451,0.83808,0.59714,0.68327,0.37278,0,0,0,0,1.78695,0,5.23009,0.89285,0.00427,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,28353.1,1.94637,0.38494,0.56289,0.98373,0.00316,0.00637,0.83718,0.59762,0.68342,0.37305,0,0,0,0,1.78684,0,5.26279,0.89072,0.00427,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,28782.1,1.95895,0.37773,0.56423,0.99343,0.00308,0.00668,0.83885,0.59769,0.68412,0.37361,0,0,0,0,1.78691,0,5.27795,0.89076,0.00426,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
